customer_id,age,age_segment,usage_segment,gender,plan_code,subscription_start_date,discount_tf,actual_plan_charge_krw,assignment_intent
CUS002880,85,SENIOR,S4_통화집중저데이터형,F,NA00005479,2024-11-10,True,20872,shortage
CUS002881,66,SENIOR,S5_통화집중균형형,M,32356,2023-09-26,True,9900,good
CUS002882,67,SENIOR,S4_통화집중저데이터형,M,1694_베이직 7GB(이월),2023-09-22,True,33750,good
CUS002883,77,SENIOR,S1_저사용절약형,F,28167,2023-11-14,False,29900,over
CUS002884,84,SENIOR,S5_통화집중균형형,F,1567_요고 38,2023-11-06,True,28500,good
CUS002885,67,SENIOR,S1_저사용절약형,M,1693_베이직4GB_만 65세 이상,2024-09-26,True,27750,good
CUS002886,84,SENIOR,S4_통화집중저데이터형,F,NA00008234,2024-06-22,True,33000,good
CUS002887,67,SENIOR,S1_저사용절약형,F,1694_베이직 7GB(이월),2025-05-03,True,33750,good
CUS002888,72,SENIOR,S1_저사용절약형,F,19921,2025-03-24,True,5000,good
CUS002889,83,SENIOR,S4_통화집중저데이터형,F,LPZ1006745,2026-02-16,True,21750,shortage
CUS002890,69,SENIOR,S4_통화집중저데이터형,M,LPZ1006744,2023-12-05,True,27750,good
CUS002891,80,SENIOR,S5_통화집중균형형,F,33845,2024-09-09,True,13200,good
CUS002892,72,SENIOR,S4_통화집중저데이터형,F,1693_베이직7GB,2026-03-28,True,33750,good
CUS002893,81,SENIOR,S1_저사용절약형,F,1681_초이스90_삼성,2024-05-17,True,67500,over
CUS002894,73,SENIOR,S1_저사용절약형,M,11719,2025-05-05,True,15100,good
CUS002895,84,SENIOR,S1_저사용절약형,F,1694_베이직 4GB(이월)_만 65세 이상,2026-02-23,True,27750,good
CUS002896,73,SENIOR,S4_통화집중저데이터형,M,NA00004934,2024-03-11,True,14850,shortage
CUS002897,83,SENIOR,S1_저사용절약형,F,36848,2024-07-01,True,8800,good
CUS002898,72,SENIOR,S4_통화집중저데이터형,F,1693_베이직600MB,2026-02-23,True,21675,shortage
CUS002899,68,SENIOR,S4_통화집중저데이터형,M,LPZ1006745,2024-07-15,True,21750,shortage
CUS002900,78,SENIOR,S4_통화집중저데이터형,F,27355,2026-04-11,True,23500,over
CUS002901,77,SENIOR,S4_통화집중저데이터형,F,1693_베이직4GB_만 65세 이상,2025-09-27,True,27750,good
CUS002902,77,SENIOR,S2_일반균형형,M,33851,2024-08-14,False,13750,shortage
CUS002903,70,SENIOR,S4_통화집중저데이터형,F,36785,2025-12-06,True,100,good
CUS002904,71,SENIOR,S5_통화집중균형형,M,1567_요고 42,2026-02-06,True,31500,good
CUS002905,65,SENIOR,S2_일반균형형,F,31937,2024-02-05,False,7200,good
CUS002906,65,SENIOR,S4_통화집중저데이터형,F,26295,2024-01-21,False,7900,shortage
CUS002907,70,SENIOR,S4_통화집중저데이터형,F,35275,2024-02-29,True,6900,good
CUS002908,71,SENIOR,S1_저사용절약형,M,36903,2023-12-20,False,3300,shortage
CUS002909,83,SENIOR,S1_저사용절약형,F,1681_초이스130_티빙/지니/밀리,2025-10-22,True,97500,over
CUS002910,74,SENIOR,S5_통화집중균형형,F,1692_초이스 더블 유튜브 프리미엄+넷플릭스_지니스마트음악감상,2025-02-07,True,90000,over
CUS002911,83,SENIOR,S4_통화집중저데이터형,F,26736,2026-04-25,False,4400,shortage
CUS002912,78,SENIOR,S5_통화집중균형형,F,18751,2024-08-25,True,15300,over
CUS002913,78,SENIOR,S4_통화집중저데이터형,F,1697_음성 18.7_만 65세 이상,2026-05-21,True,14025,shortage
CUS002914,66,SENIOR,S4_통화집중저데이터형,F,NA00009782,2025-12-13,True,33750,good
CUS002915,81,SENIOR,S5_통화집중균형형,M,NA00009808,2023-12-19,True,89250,over
CUS002916,69,SENIOR,S1_저사용절약형,M,NA00009781_만 65세 이상,2024-10-30,True,29250,good
CUS002917,70,SENIOR,S5_통화집중균형형,F,1567_요고 42,2023-09-05,True,31500,good
CUS002918,85,SENIOR,S4_통화집중저데이터형,F,31310,2024-10-12,True,22000,over
CUS002919,83,SENIOR,S1_저사용절약형,M,1694_베이직 4GB(이월)_만 65세 이상,2026-05-26,True,27750,good
CUS002920,66,SENIOR,S1_저사용절약형,F,1693_베이직7GB,2025-04-16,True,33750,good
CUS002921,82,SENIOR,S4_통화집중저데이터형,M,24009,2024-02-04,True,4900,good
CUS002922,68,SENIOR,S1_저사용절약형,M,NA00009819,2023-08-21,True,96750,over
CUS002923,81,SENIOR,S4_통화집중저데이터형,M,1693_베이직600MB_만 65세 이상,2026-02-03,True,21675,shortage
CUS002924,70,SENIOR,S5_통화집중균형형,M,33866,2025-10-24,True,18700,good
CUS002925,69,SENIOR,S4_통화집중저데이터형,F,Z202605261,2026-04-17,True,21750,shortage
CUS002926,67,SENIOR,S1_저사용절약형,M,34899,2025-02-25,True,14900,good
CUS002927,78,SENIOR,S4_통화집중저데이터형,M,1693_베이직1.4GB_만 65세 이상,2025-09-07,True,24750,shortage
CUS002928,78,SENIOR,S4_통화집중저데이터형,M,31483,2024-04-13,True,23000,over
CUS002929,84,SENIOR,S1_저사용절약형,F,33542,2025-09-17,True,110,good
CUS002930,75,SENIOR,S4_통화집중저데이터형,M,14985,2024-11-24,False,42900,over
CUS002931,84,SENIOR,S4_통화집중저데이터형,M,23983,2024-12-23,False,17600,good
CUS002932,80,SENIOR,S5_통화집중균형형,F,1567_요고 44,2025-07-10,True,33000,good
CUS002933,71,SENIOR,S4_통화집중저데이터형,F,NA00009781,2024-06-17,True,29250,good
CUS002934,73,SENIOR,S1_저사용절약형,M,1693_베이직7GB,2023-09-08,True,33750,good
CUS002935,80,SENIOR,S5_통화집중균형형,M,LPZ1006745,2024-12-02,True,21750,shortage
CUS002936,79,SENIOR,S4_통화집중저데이터형,F,NA00008234,2024-02-05,True,33000,good
CUS002937,82,SENIOR,S1_저사용절약형,M,NA00005479,2024-11-26,True,20872,shortage
CUS002938,71,SENIOR,S4_통화집중저데이터형,M,NA00004934,2024-08-19,True,14850,shortage
CUS002939,80,SENIOR,S1_저사용절약형,M,33024,2024-02-07,False,4000,good
CUS002940,83,SENIOR,S4_통화집중저데이터형,F,NA00008235,2025-04-02,True,31500,good
CUS002941,77,SENIOR,S1_저사용절약형,M,Z202605259,2025-07-21,True,41250,over
CUS002942,72,SENIOR,S1_저사용절약형,M,NA00009781,2024-03-27,True,29250,good
CUS002943,75,SENIOR,S1_저사용절약형,F,Z202605260,2024-02-17,True,27750,good
CUS002944,67,SENIOR,S1_저사용절약형,M,1694_베이직 7GB(이월),2024-12-15,True,33750,good
CUS002945,74,SENIOR,S5_통화집중균형형,F,1567_요고 44,2024-06-08,True,33000,good
CUS002946,67,SENIOR,S4_통화집중저데이터형,M,24548,2023-10-27,False,8580,shortage
CUS002947,80,SENIOR,S2_일반균형형,M,33845,2024-10-30,True,13200,good
CUS002948,81,SENIOR,S4_통화집중저데이터형,M,8432,2024-06-02,True,16500,good
CUS002949,69,SENIOR,S4_통화집중저데이터형,F,11719,2024-02-11,True,15100,good
CUS002950,74,SENIOR,S4_통화집중저데이터형,M,17960,2024-10-25,False,5500,shortage
CUS002951,65,SENIOR,S1_저사용절약형,M,1694_베이직 4GB(이월)_만 65세 이상,2025-07-08,True,27750,good
CUS002952,76,SENIOR,S4_통화집중저데이터형,F,1694_베이직 4GB(이월),2023-11-15,True,27750,shortage
CUS002953,68,SENIOR,S4_통화집중저데이터형,F,Z202606000,2024-05-17,True,35250,good
CUS002954,65,SENIOR,S1_저사용절약형,F,33940,2024-06-05,True,6600,good
CUS002955,77,SENIOR,S1_저사용절약형,F,22902,2026-03-09,True,1200,good
CUS002956,84,SENIOR,S4_통화집중저데이터형,F,29802,2026-02-10,False,19800,good
CUS002957,80,SENIOR,S4_통화집중저데이터형,F,LPZ0002291,2025-01-20,True,12375,shortage
CUS002958,72,SENIOR,S4_통화집중저데이터형,M,LPZ1006744,2024-04-14,True,27750,good
CUS002959,76,SENIOR,S5_통화집중균형형,M,29019,2025-03-03,True,12600,good
CUS002960,85,SENIOR,S4_통화집중저데이터형,F,NA00009781_만 65세 이상,2025-06-17,True,29250,good
CUS002961,83,SENIOR,S5_통화집중균형형,F,33856,2023-12-16,True,15400,good
CUS002962,65,SENIOR,S2_일반균형형,M,1693_베이직21GB,2024-11-23,True,43500,good
CUS002963,69,SENIOR,S1_저사용절약형,F,29817,2025-02-02,False,16060,good
CUS002964,69,SENIOR,S1_저사용절약형,M,NA00006534_만 65세 이상,2025-03-13,True,24750,shortage
CUS002965,71,SENIOR,S4_통화집중저데이터형,M,NA00006534,2025-10-17,True,24750,shortage
CUS002966,84,SENIOR,S1_저사용절약형,F,LPZ1006745,2024-11-05,True,21750,shortage
CUS002967,82,SENIOR,S1_저사용절약형,M,1692_초이스 더블 디바이스_지니스마트음악감상,2023-12-14,True,90000,over
CUS002968,75,SENIOR,S4_통화집중저데이터형,F,25275,2023-12-15,True,1900,shortage
CUS002969,82,SENIOR,S2_일반균형형,M,1694_베이직 21GB(이월)_만 65세 이상,2026-03-03,True,43500,good
CUS002970,82,SENIOR,S4_통화집중저데이터형,M,NA00005479_만 65세 이상,2025-09-10,True,20872,shortage
CUS002971,66,SENIOR,S4_통화집중저데이터형,F,18589,2026-06-29,False,16300,good
CUS002972,77,SENIOR,S1_저사용절약형,F,13852,2024-01-02,True,10,good
CUS002973,65,SENIOR,S1_저사용절약형,M,1693_베이직600MB,2023-10-19,True,21675,shortage
CUS002974,75,SENIOR,S2_일반균형형,M,1694_베이직 14GB(이월)_만 75세 이상,2025-05-31,True,41250,good
CUS002975,84,SENIOR,S4_통화집중저데이터형,M,26871,2026-03-23,True,15100,over
CUS002976,74,SENIOR,S4_통화집중저데이터형,M,NA00009781_만 65세 이상,2023-12-31,True,29250,good
CUS002977,69,SENIOR,S4_통화집중저데이터형,F,1694_베이직 7GB(이월),2025-07-25,True,33750,good
CUS002978,76,SENIOR,S1_저사용절약형,M,Z202605260,2025-07-18,True,27750,good
CUS002979,77,SENIOR,S1_저사용절약형,F,Z202605260,2025-03-29,True,27750,good
CUS002980,70,SENIOR,S1_저사용절약형,F,Z202605261,2024-07-15,True,21750,shortage
CUS002981,70,SENIOR,S4_통화집중저데이터형,F,1693_베이직600MB,2025-11-23,True,21675,shortage
CUS002982,70,SENIOR,S4_통화집중저데이터형,F,1693_베이직1.4GB_만 65세 이상,2025-08-15,True,24750,shortage
CUS002983,68,SENIOR,S1_저사용절약형,F,NA00009781,2026-07-01,True,29250,good
CUS002984,76,SENIOR,S1_저사용절약형,F,1681_초이스130_만 75세 이상_가전구독,2024-01-04,True,97500,over
CUS002985,77,SENIOR,S2_일반균형형,M,36981,2025-02-05,True,22000,over
CUS002986,67,SENIOR,S4_통화집중저데이터형,M,NA00005479_만 65세 이상,2026-04-06,True,20872,shortage
CUS002987,67,SENIOR,S4_통화집중저데이터형,M,35518,2024-02-24,True,16000,good
CUS002988,82,SENIOR,S4_통화집중저데이터형,M,35351,2026-01-05,False,6600,good
CUS002989,82,SENIOR,S2_일반균형형,F,26178,2026-03-10,True,12100,good
CUS002990,65,SENIOR,S4_통화집중저데이터형,F,24193,2026-03-31,False,13420,good
CUS002991,72,SENIOR,S1_저사용절약형,M,1694_베이직 4GB(이월),2026-03-18,True,27750,shortage
CUS002992,73,SENIOR,S4_통화집중저데이터형,M,1693_베이직4GB_만 65세 이상,2024-09-28,True,27750,good
CUS002993,73,SENIOR,S1_저사용절약형,M,1693_베이직600MB,2025-10-17,True,21675,shortage
CUS002994,82,SENIOR,S4_통화집중저데이터형,M,1693_베이직1.4GB_만 65세 이상,2025-05-28,True,24750,shortage
CUS002995,70,SENIOR,S1_저사용절약형,F,23483,2024-03-07,True,15100,good
CUS002996,74,SENIOR,S2_일반균형형,M,1567_요고 38,2024-02-14,True,28500,good
CUS002997,66,SENIOR,S5_통화집중균형형,F,NA00009786,2026-05-04,True,46499,good
CUS002998,81,SENIOR,S1_저사용절약형,F,1692_초이스 더블 디바이스_만 65세 이상_지니스마트음악감상,2024-08-22,True,90000,over
CUS002999,68,SENIOR,S4_통화집중저데이터형,M,1567_요고 30,2025-02-08,True,22500,good
CUS003000,82,SENIOR,S2_일반균형형,M,26611,2025-03-12,True,10000,shortage
CUS003001,71,SENIOR,S4_통화집중저데이터형,M,NA00008234,2025-08-02,True,33000,good
CUS003002,83,SENIOR,S1_저사용절약형,F,Z202605260,2026-05-08,True,27750,good
CUS003003,85,SENIOR,S4_통화집중저데이터형,F,26291,2025-06-30,False,6900,shortage
CUS003004,81,SENIOR,S5_통화집중균형형,F,23401,2025-04-07,True,7000,shortage
CUS003005,82,SENIOR,S1_저사용절약형,M,36702,2024-11-17,True,12000,good
CUS003006,83,SENIOR,S4_통화집중저데이터형,F,1694_베이직 4GB(이월),2023-11-02,True,27750,shortage
CUS003007,78,SENIOR,S4_통화집중저데이터형,F,26178,2025-07-08,True,12100,over
CUS003008,74,SENIOR,S4_통화집중저데이터형,F,30946,2025-12-26,False,21560,good
CUS003009,72,SENIOR,S4_통화집중저데이터형,F,33861,2026-03-08,True,18700,good
CUS003010,71,SENIOR,S4_통화집중저데이터형,F,1693_베이직4GB_만 65세 이상,2025-08-21,True,27750,good
CUS003011,81,SENIOR,S4_통화집중저데이터형,F,1694_베이직 7GB(이월),2023-10-07,True,33750,good
CUS003012,74,SENIOR,S2_일반균형형,M,1694_베이직 14GB(이월)_만 65세 이상,2024-03-01,True,41250,good
CUS003013,81,SENIOR,S2_일반균형형,M,29084,2024-01-09,False,19900,good
CUS003014,65,SENIOR,S1_저사용절약형,M,15984,2024-05-01,False,41800,over
CUS003015,79,SENIOR,S4_통화집중저데이터형,M,35380,2025-03-02,False,15900,good
CUS003016,78,SENIOR,S4_통화집중저데이터형,F,23483,2025-12-30,True,15100,good
CUS003017,69,SENIOR,S4_통화집중저데이터형,F,NA00009789,2026-05-07,True,51000,over
CUS003018,73,SENIOR,S4_통화집중저데이터형,M,1692_초이스 더블 유튜브 프리미엄+디바이스_만 65세 이상_모아진,2026-03-21,True,90000,over
CUS003019,75,SENIOR,S4_통화집중저데이터형,M,36805,2025-07-14,True,12000,good
CUS003020,78,SENIOR,S5_통화집중균형형,F,35490,2025-01-07,True,41030,over
CUS003021,76,SENIOR,S4_통화집중저데이터형,F,36174,2024-02-26,True,23000,over
CUS003022,83,SENIOR,S1_저사용절약형,F,NA00009817,2024-12-09,True,96750,over
CUS003023,68,SENIOR,S4_통화집중저데이터형,M,Z202205252_우리집지킴이Easy2+,2024-03-04,True,78750,over
CUS003024,66,SENIOR,S4_통화집중저데이터형,F,Z202205253_애플디바이스,2026-01-03,True,97500,over
CUS003025,78,SENIOR,S4_통화집중저데이터형,F,NA00009781,2024-06-13,True,29250,good
CUS003026,78,SENIOR,S1_저사용절약형,M,Z202605260,2025-07-28,True,27750,good
CUS003027,80,SENIOR,S1_저사용절약형,M,26267,2024-04-18,False,12500,good
CUS003028,68,SENIOR,S4_통화집중저데이터형,F,Z202605260,2025-11-23,True,27750,shortage
CUS003029,81,SENIOR,S4_통화집중저데이터형,F,33542,2024-10-05,True,110,shortage
CUS003030,82,SENIOR,S1_저사용절약형,F,1694_베이직 4GB(이월)_만 65세 이상,2024-05-15,True,27750,good
CUS003031,65,SENIOR,S2_일반균형형,F,33857,2025-10-28,True,16500,good
CUS003032,74,SENIOR,S4_통화집중저데이터형,F,Z202606000,2023-08-30,True,35250,good
CUS003033,84,SENIOR,S1_저사용절약형,F,NA00009781_만 65세 이상,2023-11-07,True,29250,good
CUS003034,74,SENIOR,S2_일반균형형,M,1693_베이직21GB_만 65세 이상,2026-02-02,True,43500,good
CUS003035,81,SENIOR,S4_통화집중저데이터형,F,NA00009799,2025-12-22,True,74250,over
CUS003036,68,SENIOR,S2_일반균형형,F,29317,2024-03-22,True,14000,good
CUS003037,75,SENIOR,S4_통화집중저데이터형,M,NA00009781_만 65세 이상,2025-10-15,True,29250,good
CUS003038,80,SENIOR,S2_일반균형형,M,NA00009811,2026-05-17,True,89250,over
CUS003039,74,SENIOR,S2_일반균형형,M,1681_초이스110_만 65세 이상_삼성,2023-09-29,True,82500,over
CUS003040,71,SENIOR,S5_통화집중균형형,F,1692_초이스 더블 디즈니플러스+폰케어_만 65세 이상_지니스마트음악감상,2024-02-08,True,90000,over
CUS003041,69,SENIOR,S4_통화집중저데이터형,M,33627,2025-06-28,False,19100,good
CUS003042,78,SENIOR,S1_저사용절약형,M,1693_베이직7GB,2024-05-17,True,33750,good
CUS003043,72,SENIOR,S4_통화집중저데이터형,M,1693_베이직7GB,2024-08-21,True,33750,good
CUS003044,67,SENIOR,S4_통화집중저데이터형,M,LPZ1007662,2025-05-30,True,21000,shortage
CUS003045,82,SENIOR,S1_저사용절약형,M,28171,2026-05-21,False,15500,good
CUS003046,76,SENIOR,S1_저사용절약형,F,NA00009814,2024-03-25,True,96750,over
CUS003047,77,SENIOR,S5_통화집중균형형,F,Z202605257,2024-02-25,True,45750,good
CUS003048,69,SENIOR,S1_저사용절약형,F,NA00009781_만 65세 이상,2025-07-27,True,29250,good
CUS003049,71,SENIOR,S4_통화집중저데이터형,M,25317,2026-03-28,True,26000,over
CUS003050,68,SENIOR,S4_통화집중저데이터형,F,LPZ1006744,2024-09-17,True,27750,good
CUS003051,81,SENIOR,S1_저사용절약형,F,11080,2024-01-14,True,1100,shortage
CUS003052,71,SENIOR,S4_통화집중저데이터형,M,20279,2024-09-20,False,31000,good
CUS003053,79,SENIOR,S1_저사용절약형,F,1694_베이직 7GB(이월),2024-04-13,True,33750,good
CUS003054,65,SENIOR,S4_통화집중저데이터형,F,LPZ1006746,2024-07-20,True,24750,shortage
CUS003055,75,SENIOR,S4_통화집중저데이터형,F,NA00009781_만 65세 이상,2024-05-13,True,29250,good
CUS003056,67,SENIOR,S4_통화집중저데이터형,M,36689,2025-10-04,False,29300,over
CUS003057,75,SENIOR,S1_저사용절약형,M,11419,2024-09-18,True,7500,shortage
CUS003058,80,SENIOR,S1_저사용절약형,M,1692_초이스 더블 유튜브 프리미엄+넷플릭스_모아진,2026-04-01,True,90000,over
CUS003059,85,SENIOR,S4_통화집중저데이터형,M,33146,2025-08-29,True,4400,over
CUS003060,77,SENIOR,S1_저사용절약형,F,36202,2024-01-06,True,12100,good
CUS003061,70,SENIOR,S1_저사용절약형,M,1693_베이직1.4GB_만 65세 이상,2025-12-21,True,24750,shortage
CUS003062,69,SENIOR,S1_저사용절약형,F,1681_초이스110_티빙/지니/밀리,2025-02-09,True,82500,over
CUS003063,70,SENIOR,S1_저사용절약형,F,1694_베이직 7GB(이월),2026-03-11,True,33750,good
CUS003064,65,SENIOR,S1_저사용절약형,M,1693_베이직4GB,2026-04-25,True,27750,shortage
CUS003065,79,SENIOR,S4_통화집중저데이터형,F,27456,2024-03-23,True,13200,good
CUS003066,83,SENIOR,S5_통화집중균형형,M,18774,2023-10-14,True,36500,good
CUS003067,82,SENIOR,S1_저사용절약형,F,1692_초이스 더블 디바이스_만 75세 이상_쇼핑라운지할인쿠폰(5천원권),2026-01-22,True,90000,over
CUS003068,81,SENIOR,S2_일반균형형,M,29950,2024-06-03,False,30800,good
CUS003069,75,SENIOR,S5_통화집중균형형,F,1567_요고 38,2025-12-10,True,28500,good
CUS003070,66,SENIOR,S5_통화집중균형형,F,1567_요고 42,2024-03-06,True,31500,good
CUS003071,70,SENIOR,S1_저사용절약형,F,36213,2024-02-08,False,2700,good
CUS003072,78,SENIOR,S1_저사용절약형,M,1693_베이직90GB_만 65세 이상,2025-06-17,True,50250,over
CUS003073,80,SENIOR,S2_일반균형형,F,1694_베이직 14GB(이월),2026-05-02,True,41250,shortage
CUS003074,74,SENIOR,S1_저사용절약형,M,25314,2025-07-26,True,1820,shortage
CUS003075,66,SENIOR,S5_통화집중균형형,M,NA00009786,2026-03-20,True,46499,good
CUS003076,77,SENIOR,S1_저사용절약형,M,20001,2026-06-30,False,9020,shortage
CUS003077,76,SENIOR,S1_저사용절약형,M,NA00004934,2025-12-01,True,14850,shortage
CUS003078,83,SENIOR,S4_통화집중저데이터형,F,NA00009791,2024-12-08,True,59250,over
CUS003079,68,SENIOR,S4_통화집중저데이터형,M,30994,2025-04-14,False,1900,good
CUS003080,74,SENIOR,S1_저사용절약형,M,Z202605260,2023-12-09,True,27750,good
CUS003081,80,SENIOR,S1_저사용절약형,F,1694_베이직 4GB(이월)_만 65세 이상,2025-08-15,True,27750,good
CUS003082,79,SENIOR,S1_저사용절약형,M,29579,2024-08-01,True,9900,good
CUS003083,83,SENIOR,S4_통화집중저데이터형,F,13796,2024-11-16,True,30900,over
CUS003084,71,SENIOR,S1_저사용절약형,F,30363,2023-10-20,True,9900,good
CUS003085,71,SENIOR,S4_통화집중저데이터형,M,NA00009800,2026-05-27,True,81750,over
CUS003086,72,SENIOR,S4_통화집중저데이터형,M,1694_베이직 7GB(이월),2023-12-04,True,33750,good
CUS003087,82,SENIOR,S1_저사용절약형,F,1694_베이직 7GB(이월),2025-11-21,True,33750,good
CUS003088,77,SENIOR,S1_저사용절약형,F,1693_베이직7GB,2024-01-20,True,33750,good
CUS003089,76,SENIOR,S1_저사용절약형,F,33086,2025-09-29,True,21500,over
CUS003090,85,SENIOR,S1_저사용절약형,F,1693_베이직7GB,2026-01-12,True,33750,good
CUS003091,79,SENIOR,S4_통화집중저데이터형,M,25254,2026-01-07,True,14000,good
CUS003092,72,SENIOR,S1_저사용절약형,M,26277,2024-03-20,False,4900,shortage
CUS003093,80,SENIOR,S1_저사용절약형,M,NA00009781_만 65세 이상,2024-02-15,True,29250,good
CUS003094,71,SENIOR,S1_저사용절약형,M,36324,2024-12-12,True,10,good
CUS003095,65,SENIOR,S4_통화집중저데이터형,M,1681_초이스90_만 65세 이상_위버스,2024-06-07,True,67500,over
CUS003096,65,SENIOR,S4_통화집중저데이터형,F,29841,2023-11-02,False,11220,shortage
CUS003097,81,SENIOR,S1_저사용절약형,M,1693_베이직7GB,2025-01-20,True,33750,good
CUS003098,85,SENIOR,S4_통화집중저데이터형,M,1692_초이스 더블 유튜브 프리미엄+넷플릭스_만 75세 이상_지니스마트음악감상,2024-06-29,True,90000,over
CUS003099,70,SENIOR,S5_통화집중균형형,M,1567_요고 38,2025-02-16,True,28500,good
CUS003100,84,SENIOR,S1_저사용절약형,M,1693_베이직600MB,2023-12-17,True,21675,shortage
CUS003101,67,SENIOR,S1_저사용절약형,F,36903,2025-07-06,False,3300,shortage
CUS003102,72,SENIOR,S4_통화집중저데이터형,M,35462,2024-04-11,True,13000,good
CUS003103,66,SENIOR,S4_통화집중저데이터형,M,1681_초이스110_삼성,2026-05-20,True,82500,over
CUS003104,67,SENIOR,S1_저사용절약형,F,NA00009781,2024-08-15,True,29250,good
CUS003105,83,SENIOR,S4_통화집중저데이터형,M,Z202606000,2024-03-16,True,35250,good
CUS003106,67,SENIOR,S1_저사용절약형,F,1693_베이직7GB,2024-10-27,True,33750,good
CUS003107,67,SENIOR,S1_저사용절약형,M,24109,2024-10-04,False,3000,good
CUS003108,72,SENIOR,S4_통화집중저데이터형,F,29220,2023-12-07,True,15000,good
CUS003109,73,SENIOR,S1_저사용절약형,M,27295,2025-08-20,False,4510,shortage
CUS003110,72,SENIOR,S1_저사용절약형,M,1693_베이직30GB_만 65세 이상,2025-04-23,True,45750,over
CUS003111,85,SENIOR,S1_저사용절약형,M,25244,2024-07-12,False,27500,over
CUS003112,67,SENIOR,S1_저사용절약형,F,Z202605261,2023-08-21,True,21750,shortage
CUS003113,72,SENIOR,S1_저사용절약형,M,1693_베이직7GB,2024-11-14,True,33750,good
CUS003114,69,SENIOR,S4_통화집중저데이터형,M,LPZ1006746,2025-04-14,True,24750,shortage
CUS003115,67,SENIOR,S4_통화집중저데이터형,M,36948,2024-03-19,False,16300,good
CUS003116,75,SENIOR,S1_저사용절약형,F,24012,2026-03-26,True,15300,over
CUS003117,84,SENIOR,S4_통화집중저데이터형,M,NA00008234,2026-05-29,True,33000,good
CUS003118,77,SENIOR,S5_통화집중균형형,M,1567_요고 44,2025-11-08,True,33000,good
CUS003119,76,SENIOR,S4_통화집중저데이터형,F,Z202606000,2025-06-27,True,35250,good
CUS003120,80,SENIOR,S4_통화집중저데이터형,F,24009,2024-10-13,True,4900,good
CUS003121,78,SENIOR,S4_통화집중저데이터형,M,1681_초이스90_넷플릭스,2025-10-16,True,67500,over
CUS003122,66,SENIOR,S5_통화집중균형형,M,1692_초이스 더블 디바이스_밀리의서재,2024-09-30,True,90000,over
CUS003123,84,SENIOR,S4_통화집중저데이터형,F,25269,2024-12-30,True,2950,shortage
CUS003124,72,SENIOR,S1_저사용절약형,F,Z202205252_AI구독,2025-09-18,True,78750,over
CUS003125,80,SENIOR,S4_통화집중저데이터형,M,1681_초이스110_유튜브프리미엄,2026-05-16,True,82500,over
CUS003126,77,SENIOR,S4_통화집중저데이터형,M,1694_베이직 4GB(이월)_만 75세 이상,2024-07-06,True,27750,good
CUS003127,67,SENIOR,S4_통화집중저데이터형,F,NA00009782,2025-09-06,True,33750,good
CUS003128,67,SENIOR,S4_통화집중저데이터형,M,NA00009781_만 65세 이상,2024-12-11,True,29250,good
CUS003129,75,SENIOR,S4_통화집중저데이터형,M,NA00009781,2025-07-03,True,29250,good
CUS003130,79,SENIOR,S4_통화집중저데이터형,F,NA00008234,2024-07-17,True,33000,good
CUS003131,65,SENIOR,S4_통화집중저데이터형,F,LPZ1006744,2025-01-04,True,27750,good
CUS003132,69,SENIOR,S4_통화집중저데이터형,F,1693_베이직4GB_만 65세 이상,2025-01-15,True,27750,good
CUS003133,65,SENIOR,S4_통화집중저데이터형,M,27752,2025-12-03,True,27900,over
CUS003134,69,SENIOR,S1_저사용절약형,F,15306,2025-08-22,True,5610,good
CUS003135,80,SENIOR,S1_저사용절약형,F,NA00009781_만 65세 이상,2024-09-16,True,29250,good
CUS003136,80,SENIOR,S1_저사용절약형,M,1694_베이직 7GB(이월),2026-02-14,True,33750,good
CUS003137,83,SENIOR,S4_통화집중저데이터형,M,36686,2025-10-20,False,3300,shortage
CUS003138,74,SENIOR,S2_일반균형형,M,1694_베이직 21GB(이월)_만 65세 이상,2025-07-07,True,43500,good
CUS003139,65,SENIOR,S4_통화집중저데이터형,M,1694_베이직 7GB(이월),2024-04-02,True,33750,good
CUS003140,77,SENIOR,S1_저사용절약형,F,NA00005479,2024-01-19,True,20872,shortage
CUS003141,71,SENIOR,S1_저사용절약형,F,1693_베이직4GB_만 65세 이상,2024-04-06,True,27750,good
CUS003142,79,SENIOR,S4_통화집중저데이터형,M,25697,2023-11-28,True,7700,good
CUS003143,78,SENIOR,S1_저사용절약형,M,36791,2023-09-12,False,3300,shortage
CUS003144,70,SENIOR,S1_저사용절약형,M,12567,2024-09-08,False,14300,good
CUS003145,76,SENIOR,S1_저사용절약형,M,1693_베이직110GB,2026-06-18,True,51750,over
CUS003146,80,SENIOR,S4_통화집중저데이터형,M,NA00009782,2026-06-05,True,33750,good
CUS003147,81,SENIOR,S1_저사용절약형,F,Z202205251_우리집지킴이Easy2+,2025-08-22,True,86250,over
CUS003148,70,SENIOR,S5_통화집중균형형,M,1567_요고 40,2025-03-31,True,30000,good
CUS003149,81,SENIOR,S4_통화집중저데이터형,M,16269,2026-06-17,False,49200,over
CUS003150,78,SENIOR,S1_저사용절약형,M,13524,2025-08-20,True,43100,over
CUS003151,82,SENIOR,S4_통화집중저데이터형,F,1693_베이직1.4GB,2023-09-14,True,24750,shortage
CUS003152,71,SENIOR,S1_저사용절약형,F,36757,2025-04-08,True,220,good
CUS003153,79,SENIOR,S4_통화집중저데이터형,M,1693_베이직4GB_만 65세 이상,2024-02-17,True,27750,good
